ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NRGZT0763,"Gajapathi Tank Burrial Ground, Kondapalli",,,,,7,0,0,0,,,,,0,0,0,0,
NRGZT0766,"Bara Imam Panja, Kondapalli",,,,,0,0,0,0,,,,,0,0,0,0,
NRGZT0767,"Basha Alam Panja, Kondapalli",,,,,0.75,0,0,0,,,,,0,0,0,0,
NRGZT0769,"Panja, Kondapalli",,,,,0,0,0,0,,,,,0,0,0,0,
NRGZT0771,"Mosque, Kondapalli",,,,,0,0,0,0,,,,,0,0,0,0,
NRGZT0772,"Jamia Mosque & Sarai, Kondapalli",,,,,37 Shops,0,25000,25000,"8568/172/29-07-2025, 8570/172/05/08/2025","424/29-07-2025, 466/05/08/2025",,25000,25000,0,0,0,
NRGZT0773,"Burrial Ground, Kondapalli",,,,,4.7,0,0,0,,,,,0,0,0,0,
NRGZT0774,"Burrial Ground, Kondapalli",,,,,11.69,0,0,0,,,,,0,0,0,0,
40/11.11.1999,"D.Hzt Syed Majili Baba, Nallakunta",,,,,0,0,13400,13400,,,,,0,0,13400,13400,
NRWBU0003,"Idgah paheed, Ganalla Gattu",,,,,,1000,1000,2000,3448/69/09-05-2025,198/26-05-2025,1000,,1000,0,1000,1000,
NRWBU0004,Noor-e-Mohammadia Masjid,"Sundaraiah Nagar, Vijayawada",Vijayawada,,,,9240,10000,19240,8578/172/28-08-2025,566/28-08-2025,9240,,9240,0,10000,10000,
NRGZT0541,"Jamia Mosque, Jaggayapeta",,,,,55 shops,0,150000,150000,"8552/172/28-05-2025, 8559/172/01-07-2025, ","216/28-05-2025, 328/01-07-2025",,150000,150000,0,0,0,"Haq-e-intezam, 8584/172/02-09-2025 of Rs.1,40,000/-"
NRWBU0005,"Tarapet Mosque, Vijayawada",,,,,,0,35000,35000,,,,,0,0,35000,35000,
